timestamp,query,response,sources
2025-11-24T13:04:59.457Z,table,"I found information about W&B Tables. **W&B Tables** let you visualize and query tabular data. They're a 2D grid where each column has a single data type, supporting primitives, numbers, nested structures, and rich media like images and audio.

**Key uses:**
- Compare model performance on test sets
- Identify data patterns
- Query misclassified examples
- Log predictions with metrics

**Quick start:**
```python
import wandb

with wandb.init(project=""table-test"") as run:
    my_table = wandb.Table(columns=[""a"", ""b""], data=[[""a1"", ""b1""], [""a2"", ""b2""]])
    run.log({""Table Name"": my_table})
```

Want to learn more?
```suggestions
(Tables overview)[/models/tables]
(Log tables)[/models/tables/log_tables]
(Table API reference)[/models/ref/python/data-types/table]
```","[{""title"":""申し訳ありませんが、指定されたコンテンツを表示できません。別のリクエストを試してください。"",""url"":""ja/models/ref/query-panel/table""},{""title"":""Table"",""url"":""ko/models/ref/python/data-types/table""},{""title"":""Example tables"",""url"":""ko/models/tables/tables-gallery""},{""title"":""Table"",""url"":""models/ref/python/data-types/table""},{""title"":""Tables overview"",""url"":""models/tables""},{""title"":""Log tables"",""url"":""models/tables/log_tables""},{""title"":""Example tables"",""url"":""models/tables/tables-gallery""},{""title"":""Table Create"",""url"":""weave/reference/service-api/tables/table-create""},{""title"":""Table Query"",""url"":""weave/reference/service-api/tables/table-query""},{""title"":""Class: Dataset<R>"",""url"":""weave/reference/typescript-sdk/classes/Dataset""}]"
2025-11-24T12:56:43.780Z,outputArtifacts,"I found information about `outputArtifacts` in the search results. Based on the documentation, `outputArtifacts` appears in the context of W&B Reports API and refers to artifacts logged by a run.

From the search results, I can see that:

1. In the **Run** class (Public API), there's a method called `logged_artifacts()` that fetches all artifacts logged (output) by a run
2. The term appears in relation to artifact operations in runs

`outputArtifacts` refers to artifacts that are logged as outputs during a W&B run. You can access them using the `logged_artifacts()` method on a Run object, which returns all artifact versions that were logged during that run's execution.

```suggestions
(Run API reference)[/models/ref/python/public-api/run]
(Artifact aliases)[/models/registry/aliases]
```","[{""title"":""レポート"",""url"":""ja/models/ref/python/wandb_workspaces/reports""},{""title"":""Reports"",""url"":""ko/models/ref/python/wandb_workspaces/reports""},{""title"":""OnCreateArtifact"",""url"":""models/ref/python/automations/oncreateartifact""},{""title"":""OnLinkArtifact"",""url"":""models/ref/python/automations/onlinkartifact""},{""title"":""Run"",""url"":""models/ref/python/public-api/run""},{""title"":""RunArtifacts"",""url"":""models/ref/python/public-api/runartifacts""},{""title"":""run"",""url"":""models/ref/query-panel/run""},{""title"":""Reports"",""url"":""models/ref/wandb_workspaces/reports""},{""title"":""Reference an artifact version with aliases"",""url"":""models/registry/aliases""},{""title"":""Multi Agent Structured Output"",""url"":""weave/cookbooks/multi-agent-structured-output""}]"
2025-11-24T12:30:59.720Z,log media during evaluation,"To log media during evaluation, use `wandb.log()` with media objects like `wandb.Image()` or `wandb.Video()`. You can log these within your evaluation loop alongside metrics. For example:

```python
wandb.log({""val/predictions"": [wandb.Image(img, caption=f""Pred: {pred}"") 
                                for img, pred in zip(images, predictions)]})
```

Group evaluation metrics with prefixes like `val/` to organize them separately from training metrics in the UI.

Want to learn more? These pages may help:
```suggestions
(Log media and objects)[/models/track/log/media]
(Add wandb to any library)[/models/integrations/add-wandb-to-any-library]
```","[{""title"":""Log objects and media"",""url"":""ko/models/track/log""},{""title"":""Log media and objects"",""url"":""ko/models/track/log/media""},{""title"":""Add wandb to any library"",""url"":""models/integrations/add-wandb-to-any-library""},{""title"":""DeepChem"",""url"":""models/integrations/deepchem""},{""title"":""Example tables"",""url"":""models/tables/tables-gallery""},{""title"":""Log media and objects"",""url"":""models/track/log/media""},{""title"":""Log media"",""url"":""weave/guides/core-types/media""},{""title"":""Log evaluation data from your code"",""url"":""weave/guides/evaluation/evaluation_logger""},{""title"":""weave"",""url"":""weave/reference/python-sdk""},{""title"":""Class: EvaluationLogger"",""url"":""weave/reference/typescript-sdk/classes/EvaluationLogger""}]"
2025-11-24T12:30:59.720Z,weave log images in predict method,"In Weave, to log images in your `predict` method, use the `Annotated[bytes, Content]` type annotation for the return type. Here's how:

```python
import weave
from weave import Content, Model
from typing import Annotated

class MyModel(Model):
    @weave.op()
    def predict(self, prompt: str) -> Annotated[bytes, Content]:
        # Your image generation logic here
        image_bytes = generate_image(prompt)
        return image_bytes
```

The `Content` annotation tells Weave to automatically detect and display the image in your traces. You can also return PIL Image objects directly, and Weave will handle them automatically.

Want to learn more? These pages may help:
```suggestions
(Log media)[/weave/guides/core-types/media]
(Track application versions with models)[/weave/guides/core-types/models]
```","[{""title"":""W&B Weave"",""url"":""weave""},{""title"":""Introduction to Evaluations"",""url"":""weave/cookbooks/Intro_to_Weave_Hello_Eval""},{""title"":""Log media"",""url"":""weave/guides/core-types/media""},{""title"":""Track application versions with models"",""url"":""weave/guides/core-types/models""},{""title"":""Log evaluation data from your code"",""url"":""weave/guides/evaluation/evaluation_logger""},{""title"":""LangChain"",""url"":""weave/guides/integrations/langchain""},{""title"":""weave"",""url"":""weave/reference/python-sdk""},{""title"":""weave"",""url"":""weave/reference/typescript-sdk""},{""title"":""weaveImage"",""url"":""weave/reference/typescript-sdk/functions/weaveImage""},{""title"":""Interface: WeaveImage"",""url"":""weave/reference/typescript-sdk/interfaces/WeaveImage""},{""title"":""Evaluate models with W&B Weave and W&B Tables"",""url"":""models/evaluate-models""},{""title"":""Chain Of Density"",""url"":""weave/cookbooks/chain_of_density""},{""title"":""Evaluations overview"",""url"":""weave/guides/core-types/evaluations""},{""title"":""Collect feedback and use annotations"",""url"":""weave/guides/tracking/feedback""},{""title"":""Tutorial: Model-Based Evaluation of RAG applications"",""url"":""weave/tutorial-rag""},{""title"":""Tutorial: App versioning"",""url"":""weave/tutorial-weave_models""}]"
2025-11-24T12:20:41.416Z,whats the config i need for my wandb-deployment to add SSO or OIDC with keycloak?,"Based on the documentation, to configure SSO/OIDC with Keycloak for your W&B deployment, you need:

**Required configuration:**
- `OIDC_CLIENT_ID`: Your Keycloak client ID
- `OIDC_AUTH_METHOD`: Set to `implicit` or `pkce`
- `OIDC_ISSUER`: Your Keycloak issuer URL (format: `https://YOUR_KEYCLOAK_HOST/realms/YOUR_REALM`)
- `OIDC_CLIENT_SECRET` (optional): Set via environment variable `GORILLA_OIDC_SECRET` if required

**Configuration methods:**
1. **Via System Console UI**: Navigate to Settings > Authentication, select OIDC, enter values, and save
2. **Via environment variables**: Add `GORILLA_OIDC_SECRET` to `extraEnv` in your Helm values or Kubernetes operator config

**Keycloak setup:**
- Create a Single Page Application in Keycloak
- Set callback URI to `https://YOUR-W&B-HOST/oidc/callback`
- Set logout URL to `https://YOUR-W&B-HOST/logout`

Want to know more? These pages may help:
```suggestions
(Configure SSO with OIDC)[/platform/hosting/iam/sso]
(Deploy W&B Platform on AWS)[/platform/hosting/self-managed/aws-tf]
(Deploy W&B Platform on Azure)[/platform/hosting/self-managed/azure-tf]
```","[{""title"":""SSO を OIDC で設定"",""url"":""ja/platform/hosting/iam/sso""},{""title"":""Configure SSO with OIDC"",""url"":""ko/platform/hosting/iam/sso""},{""title"":""wandb login"",""url"":""models/ref/cli/wandb-login""},{""title"":""wandb status"",""url"":""models/ref/cli/wandb-status""},{""title"":""Semantic run plot legends"",""url"":""models/runs/color-code-runs""},{""title"":""Support"",""url"":""models/support""},{""title"":""Configure SSO with OIDC"",""url"":""platform/hosting/iam/sso""},{""title"":""Deploy W&B Platform on AWS"",""url"":""platform/hosting/self-managed/aws-tf""},{""title"":""Deploy W&B Platform on Azure"",""url"":""platform/hosting/self-managed/azure-tf""},{""title"":""Deploy W&B Platform On-premises"",""url"":""platform/hosting/self-managed/bare-metal""}]"
2025-11-24T12:04:18.161Z,does typed dict work with weave op,"Yes, TypedDict works with weave op! The `@weave.op()` decorator supports TypedDict as both input parameters and return types. Based on the documentation, weave ops handle dictionary types naturally, and TypedDict is just a type-annotated dictionary.

You can use TypedDict in your weave ops like this:

```python
from typing import TypedDict
import weave

class InputData(TypedDict):
    name: str
    age: int

class OutputData(TypedDict):
    message: str
    processed: bool

@weave.op()
def process_data(data: InputData) -> OutputData:
    return {
        ""message"": f""Hello {data['name']}"",
        ""processed"": True
    }
```

The documentation shows that weave ops work with dictionaries (including in postprocessing functions), and TypedDict is fully compatible since it's just a type hint for dictionaries.","[{""title"":""run"",""url"":""ja/models/ref/query-panel/run""},{""title"":""run"",""url"":""ko/models/ref/query-panel/run""},{""title"":""PII Data Handling"",""url"":""weave/cookbooks/pii""},{""title"":""Automatically track function calls using Ops"",""url"":""weave/guides/tracking/ops""},{""title"":""op"",""url"":""weave/reference/python-sdk/trace/op""},{""title"":""weave"",""url"":""weave/reference/typescript-sdk""},{""title"":""Class: Evaluation<R, E, M>"",""url"":""weave/reference/typescript-sdk/classes/Evaluation""},{""title"":""Class: WeaveObject"",""url"":""weave/reference/typescript-sdk/classes/WeaveObject""},{""title"":""Tutorial: App versioning"",""url"":""weave/tutorial-weave_models""},{""title"":""Track application versions with models"",""url"":""weave/guides/core-types/models""},{""title"":""Scoring Overview"",""url"":""weave/guides/evaluation/scorers""},{""title"":""Collect feedback and use annotations"",""url"":""weave/guides/tracking/feedback""},{""title"":""Overview"",""url"":""weave/reference""},{""title"":""weave"",""url"":""weave/reference/python-sdk""}]"
2025-11-24T11:59:17.273Z,log media in predict,"To log media during prediction/inference, use `wandb.log()` with media objects like `wandb.Image()`, `wandb.Video()`, `wandb.Audio()`, etc. 

For example:
```python
import wandb

wandb.init()
# During prediction
prediction = model(input)
wandb.log({""prediction_image"": wandb.Image(prediction)})
```

You can log various media types including images, videos, audio, tables, and more. The media is logged the same way during training or prediction - just call `wandb.log()` with the appropriate media wrapper.

Want to learn more? These pages may help:
```suggestions
(Log media and objects)[/models/track/log/media]
(Add wandb to any library)[/models/integrations/add-wandb-to-any-library]
(PyTorch Lightning)[/models/integrations/lightning]
```","[{""title"":""Log objects and media"",""url"":""ko/models/track/log""},{""title"":""Log media and objects"",""url"":""ko/models/track/log/media""},{""title"":""Add wandb to any library"",""url"":""models/integrations/add-wandb-to-any-library""},{""title"":""MosaicML Composer"",""url"":""models/integrations/composer""},{""title"":""PyTorch Lightning"",""url"":""models/integrations/lightning""},{""title"":""Log media and objects"",""url"":""models/track/log/media""},{""title"":""Log media"",""url"":""weave/guides/core-types/media""},{""title"":""Log evaluation data from your code"",""url"":""weave/guides/evaluation/evaluation_logger""},{""title"":""weave"",""url"":""weave/reference/python-sdk""},{""title"":""Class: EvaluationLogger"",""url"":""weave/reference/typescript-sdk/classes/EvaluationLogger""}]"
2025-11-24T11:59:17.273Z,in weave,"In Weave, log media during prediction by using type annotations like `Annotated[bytes, Content]` or `Annotated[str, Content]` in your `predict` method. Weave automatically detects and displays the media in traces.

Example:
```python
from weave import Model, Content
from typing import Annotated

class MyModel(Model):
    @weave.op()
    def predict(self, input: str) -> Annotated[bytes, Content]:
        # Generate image/video/audio
        return media_bytes
```

Weave supports images, videos, audio, PDFs, CSVs, and HTML. The media appears automatically in your trace UI.

Want to learn more? These pages may help:
```suggestions
(Log media)[/weave/guides/core-types/media]
(Track application versions with models)[/weave/guides/core-types/models]
```","[{""title"":""Get Started with Weights & Biases"",""url"":""get-started""},{""title"":""W&B Inference"",""url"":""inference""},{""title"":""Chain Of Density"",""url"":""weave/cookbooks/chain_of_density""},{""title"":""Log media"",""url"":""weave/guides/core-types/media""},{""title"":""Track application versions with models"",""url"":""weave/guides/core-types/models""},{""title"":""Log evaluation data from your code"",""url"":""weave/guides/evaluation/evaluation_logger""},{""title"":""Integrations overview"",""url"":""weave/guides/integrations""},{""title"":""Hugging Face Hub"",""url"":""weave/guides/integrations/huggingface""},{""title"":""Smolagents"",""url"":""weave/guides/integrations/smolagents""},{""title"":""weave"",""url"":""weave/reference/typescript-sdk""}]"
2025-11-24T11:59:17.273Z,what about if the output is in a dic,"If your output is a dictionary, you can annotate specific fields within the dictionary using `Annotated[bytes, Content]` or `Annotated[str, Content]`. For example:

```python
from weave import Model, Content
from typing import Annotated

class MyModel(Model):
    @weave.op()
    def predict(self, input: str) -> dict:
        return {
            ""image"": Annotated[bytes, Content],  # media field
            ""text"": str  # regular field
        }
```

The media will automatically display in your trace UI. See the [Log media guide](/weave/guides/core-types/media) for more details.","[{""title"":""Reports"",""url"":""ko/models/ref/python/wandb_workspaces/reports""},{""title"":""Reference overview"",""url"":""models/ref""},{""title"":""Reports"",""url"":""models/ref/wandb_workspaces/reports""},{""title"":""Supported W&B Server releases"",""url"":""release-notes/server-releases""},{""title"":""Log media"",""url"":""weave/guides/core-types/media""},{""title"":""Collect feedback and use annotations"",""url"":""weave/guides/tracking/feedback""},{""title"":""Open Source"",""url"":""weave/open-source""},{""title"":""Overview"",""url"":""weave/reference""},{""title"":""weave"",""url"":""weave/reference/python-sdk""},{""title"":""weave"",""url"":""weave/reference/typescript-sdk""},{""title"":""Introduction to Evaluations"",""url"":""weave/cookbooks/Intro_to_Weave_Hello_Eval""},{""title"":""Trace and Evaluate a Computer Vision Pipeline with Weave"",""url"":""weave/cookbooks/ocr-pipeline""},{""title"":""PII Data Handling"",""url"":""weave/cookbooks/pii""},{""title"":""Tracing Quickstart"",""url"":""weave/guides/tracking/tracing""},{""title"":""Class: WeaveClient"",""url"":""weave/reference/typescript-sdk/classes/WeaveClient""},{""title"":""Class: WeaveObject"",""url"":""weave/reference/typescript-sdk/classes/WeaveObject""},{""title"":""weaveAudio"",""url"":""weave/reference/typescript-sdk/functions/weaveAudio""},{""title"":""weaveImage"",""url"":""weave/reference/typescript-sdk/functions/weaveImage""}]"
2025-11-24T11:59:17.273Z,but how would I put actual values there if that is just an annotation,"You annotate the return type, not the values themselves. Return the actual values (bytes or dict) from your function. Here's how:

```python
from weave import Model, Content
from typing import Annotated

class MyModel(Model):
    @weave.op()
    def predict(self, input: str) -> dict:
        # Generate your actual media bytes
        image_bytes = generate_image()  # your actual bytes
        
        return {
            ""image"": image_bytes,  # actual bytes value
            ""text"": ""some text""     # regular value
        }
```

The annotation goes on the **return type hint**, not in the returned dictionary. Weave detects media automatically from the bytes content.

Want to learn more? These pages may help:
```suggestions
(Log media)[/weave/guides/core-types/media]
(Track application versions with models)[/weave/guides/core-types/models]
```","[{""title"":""Log objects and media"",""url"":""ko/models/track/log""},{""title"":""Log media and objects"",""url"":""models/track/log/media""},{""title"":""Supported W&B Server releases"",""url"":""release-notes/server-releases""},{""title"":""W&B Weave"",""url"":""weave""},{""title"":""Audio With Weave"",""url"":""weave/cookbooks/audio_with_weave""},{""title"":""PII Data Handling"",""url"":""weave/cookbooks/pii""},{""title"":""Log media"",""url"":""weave/guides/core-types/media""},{""title"":""Log evaluation data from your code"",""url"":""weave/guides/evaluation/evaluation_logger""},{""title"":""FAQs"",""url"":""weave/guides/tracking/faqs""},{""title"":""Collect feedback and use annotations"",""url"":""weave/guides/tracking/feedback""},{""title"":""Usage Examples"",""url"":""inference/examples""},{""title"":""Feedback Prod"",""url"":""weave/cookbooks/feedback_prod""},{""title"":""Use builtin scorers"",""url"":""weave/guides/evaluation/builtin_scorers""},{""title"":""Verdict"",""url"":""weave/guides/integrations/verdict""},{""title"":""weave"",""url"":""weave/reference/python-sdk""},{""title"":""weaveAudio"",""url"":""weave/reference/typescript-sdk/functions/weaveAudio""},{""title"":""weaveImage"",""url"":""weave/reference/typescript-sdk/functions/weaveImage""}]"
2025-11-24T11:59:17.273Z,but the return type hint just says dict there,"You're right! For a dictionary with specific typed fields, use `TypedDict`. Here's the correct approach:

```python
from typing import TypedDict, Annotated
from weave import Content
import weave

class PredictionOutput(TypedDict):
    image: Annotated[bytes, Content]
    text: str

@weave.op()
def predict(input: str) -> PredictionOutput:
    return {
        ""image"": image_bytes,  # actual bytes
        ""text"": ""some text""
    }
```

The `TypedDict` defines the structure with annotations, then you return actual values. Weave detects the media from the type hints.

Want to learn more? These pages may help:
```suggestions
(Log media)[/weave/guides/core-types/media]
(Track application versions with models)[/weave/guides/core-types/models]
```","[{""title"":""Supported W&B Server releases"",""url"":""release-notes/server-releases""},{""title"":""W&B Weave"",""url"":""weave""},{""title"":""Audio With Weave"",""url"":""weave/cookbooks/audio_with_weave""},{""title"":""PII Data Handling"",""url"":""weave/cookbooks/pii""},{""title"":""Log media"",""url"":""weave/guides/core-types/media""},{""title"":""Log evaluation data from your code"",""url"":""weave/guides/evaluation/evaluation_logger""},{""title"":""Set up a self-managed W&B Weave instance"",""url"":""weave/guides/platform/weave-self-managed""},{""title"":""Collect feedback and use annotations"",""url"":""weave/guides/tracking/feedback""},{""title"":""Automatically track function calls using Ops"",""url"":""weave/guides/tracking/ops""},{""title"":""Interface: WeaveAudio"",""url"":""weave/reference/typescript-sdk/interfaces/WeaveAudio""},{""title"":""Scoring Overview"",""url"":""weave/guides/evaluation/scorers""},{""title"":""FAQs"",""url"":""weave/guides/tracking/faqs""},{""title"":""Class: StringPrompt"",""url"":""weave/reference/typescript-sdk/classes/StringPrompt""},{""title"":""Class: WeaveClient"",""url"":""weave/reference/typescript-sdk/classes/WeaveClient""},{""title"":""Class: WeaveObject"",""url"":""weave/reference/typescript-sdk/classes/WeaveObject""},{""title"":""weaveAudio"",""url"":""weave/reference/typescript-sdk/functions/weaveAudio""},{""title"":""weaveImage"",""url"":""weave/reference/typescript-sdk/functions/weaveImage""},{""title"":""Interface: WeaveImage"",""url"":""weave/reference/typescript-sdk/interfaces/WeaveImage""}]"
2025-11-24T11:12:22.669Z,¿Para qué sirve esta aplicación?,"Weights & Biases es una plataforma para desarrollar y gestionar modelos de IA. Ofrece varios productos:

- **W&B Models**: Para entrenar, ajustar y gestionar modelos de IA
- **W&B Weave**: Para rastrear y evaluar modelos de IA en aplicaciones
- **W&B Inference**: Para acceder a modelos fundacionales de código abierto
- **W&B Training**: Para post-entrenar modelos con aprendizaje por refuerzo

La plataforma ayuda a equipos de ML a rastrear experimentos, versionar modelos, evaluar rendimiento y optimizar aplicaciones de IA.

```suggestions
(Inicio)[/index]
(W&B Models)[/models]
(W&B Weave)[/weave]
```","[{""title"":""Weights & Biases Documentation"",""url"":""index""},{""title"":""参照"",""url"":""ja/models/ref""},{""title"":""W&B ライセンスと バージョン を更新する"",""url"":""ja/platform/hosting/server-upgrade-process""},{""title"":""Reference"",""url"":""ko/models/ref""},{""title"":""Overview"",""url"":""models/runs""},{""title"":""Community"",""url"":""weave/community""},{""title"":""Overview"",""url"":""weave/cookbooks""},{""title"":""Evaluate using local scorers"",""url"":""weave/guides/evaluation/weave_local_scorers""},{""title"":""Microsoft Azure"",""url"":""weave/guides/integrations/azure""},{""title"":""Overview"",""url"":""weave/reference""}]"
2025-11-24T11:12:22.669Z,"Si tengo una red en la que quiero ver cómo influye en el resultado el número de neuronas que pongo en una capa, y quiero saber si a partir de un cierto número de neuronas ya el resultado no mejora, ¿lo puedo hacer con esta aplicación?","Sí, puedes hacerlo con **W&B Sweeps**. Esta herramienta te permite realizar búsquedas automáticas de hiperparámetros, incluyendo el número de neuronas en capas. Puedes definir rangos de valores para probar, ejecutar experimentos automáticamente y visualizar cómo cada configuración afecta el rendimiento. Así identificarás fácilmente el punto donde añadir más neuronas ya no mejora los resultados.

```suggestions
(Introducción a Sweeps)[/models/sweeps]
(Tutorial de Sweeps)[/models/tutorials/sweeps]
(Configurar Sweeps)[/models/sweeps/define-sweep-configuration]
```","[{""title"":""Hydra"",""url"":""models/integrations/hydra""},{""title"":""LightGBM"",""url"":""models/integrations/lightgbm""},{""title"":""XGBoost"",""url"":""models/integrations/xgboost""},{""title"":""wandb sweep"",""url"":""models/ref/cli/wandb-sweep""},{""title"":""Sweeps overview"",""url"":""models/sweeps""},{""title"":""Learn more about sweeps"",""url"":""models/sweeps/useful-resources""},{""title"":""Track CSV files with experiments"",""url"":""models/track/log/working-with-csv""},{""title"":""Tune hyperparameters with sweeps"",""url"":""models/tutorials/sweeps""},{""title"":""TensorFlow"",""url"":""models/tutorials/tensorflow""},{""title"":""Create sweeps with W&B Launch"",""url"":""platform/launch/sweeps-on-launch""}]"
2025-11-24T11:07:49.410Z,fast pages,"Based on the documentation, I found information about **page performance and optimization** in W&B. Here's what you need to know:

To keep your W&B pages fast and responsive, follow these guidelines from the [Experiments limits and performance](/models/track/limits) page:

**Key recommendations:**
- Keep distinct metrics under 10,000 per project
- Limit logged value size to <1MB per value
- Keep run counts under 100,000 (SaaS) or 10,000 (Self-Managed)
- Use manual workspaces for 5,000-100,000 metrics per run
- Reset workspaces to remove unused panels

**Performance improvements:**
Recent releases include significant speed boosts:
- Workspace reload times reduced via browser caching
- Registry pages load significantly faster
- Artifacts download 3-5x faster (v0.19.11+)
- Improved chart interactions in large workspaces

Want to know more about optimizing performance?
```suggestions
(Experiments limits and performance)[/models/track/limits]
(Troubleshoot Weave issues)[/weave/guides/troubleshooting]
```","[{""title"":""W&B Quickstart"",""url"":""ko/models/quickstart""},{""title"":""Filter and search runs"",""url"":""ko/models/runs/filter-runs""},{""title"":""fastai v1"",""url"":""models/integrations/fastai/v1""},{""title"":""W&B Quickstart"",""url"":""models/quickstart""},{""title"":""wandb beta leet"",""url"":""models/ref/cli/wandb-beta/wandb-beta-leet""},{""title"":""Run"",""url"":""models/ref/python/public-api/run""},{""title"":""Experiments limits and performance"",""url"":""models/track/limits""},{""title"":""Supported W&B Server releases"",""url"":""release-notes/server-releases""},{""title"":""Troubleshoot Weave issues"",""url"":""weave/guides/troubleshooting""},{""title"":""weave"",""url"":""weave/reference/python-sdk""},{""title"":""Experiments limits and performance"",""url"":""ko/models/track/limits""},{""title"":""DSPy"",""url"":""models/integrations/dspy""},{""title"":""Public API overview"",""url"":""models/ref/python/public-api""},{""title"":""Sweeps overview"",""url"":""models/sweeps""},{""title"":""Archived W&B Server releases"",""url"":""release-notes/server-releases-archived""},{""title"":""DSPy"",""url"":""weave/guides/integrations/dspy""},{""title"":""weave_client"",""url"":""weave/reference/python-sdk/trace/weave_client""}]"
2025-11-24T11:07:49.410Z,best practices fast pages,"Based on the documentation, here are **best practices for fast W&B pages**:

**Key recommendations from [Experiments limits and performance](/models/track/limits):**

- Keep distinct metrics **under 10,000 per project**
- Limit logged value size to **<1MB per value**
- Keep run counts **under 100,000** (SaaS) or **10,000** (Self-Managed)
- Use **manual workspaces** for 5,000-100,000 metrics per run
- **Reset workspace to manual mode** and selectively add panels you need
- Avoid hundreds of sections—group by **prefix rather than suffix**
- Keep file uploads **under 1,000 per run**

**Performance tips:**
- Delete unused panels by resetting workspace, not one-by-one
- Use workspaces for analysis; use reports for presentation

Want to know more about optimizing performance?
```suggestions
(Experiments limits and performance)[/models/track/limits]
(Panels overview)[/models/app/features/panels]
(Manage workspace, section, and panel settings)[/models/app/features/cascade-settings]
```","[{""title"":""Public API overview"",""url"":""models/ref/python/public-api""},{""title"":""Sweeps overview"",""url"":""models/sweeps""},{""title"":""Manage sweeps"",""url"":""models/sweeps/pause-resume-and-cancel-sweeps""},{""title"":""Learn more about sweeps"",""url"":""models/sweeps/useful-resources""},{""title"":""Experiments limits and performance"",""url"":""models/track/limits""},{""title"":""Tune hyperparameters with sweeps"",""url"":""models/tutorials/sweeps""},{""title"":""TensorFlow Sweeps"",""url"":""models/tutorials/tensorflow_sweeps""},{""title"":""Are there best practices for using Launch effectively?"",""url"":""platform/launch/launch-faq/best_practices_launch_effectively""},{""title"":""Supported W&B Server releases"",""url"":""release-notes/server-releases""},{""title"":""DSPy"",""url"":""weave/guides/integrations/dspy""},{""title"":""プロジェクト"",""url"":""ja/models/track/project-page""},{""title"":""実験管理の結果を見る"",""url"":""ja/models/track/workspaces""},{""title"":""Workspaces"",""url"":""ko/models/ref/python/wandb_workspaces/workspaces""},{""title"":""Manage workspace, section, and panel settings"",""url"":""models/app/features/cascade-settings""},{""title"":""Panels overview"",""url"":""models/app/features/panels""},{""title"":""Filter and search runs"",""url"":""models/runs/filter-runs""},{""title"":""Programmatic Workspaces"",""url"":""models/tutorials/workspaces""},{""title"":""Archived W&B Server releases"",""url"":""release-notes/server-releases-archived""}]"
2025-11-24T10:44:12.037Z,WEAVE_SILENT,"I couldn't find any information about `WEAVE_SILENT` in the Weave documentation. The environment variables page lists many configuration options like `WEAVE_DISABLED`, `WEAVE_PRINT_CALL_LINK`, and `WEAVE_LOG_LEVEL`, but `WEAVE_SILENT` is not documented.

If you're looking to suppress output, you might want to try `WEAVE_PRINT_CALL_LINK=false` to disable call link printing or `WEAVE_LOG_LEVEL` to control logging verbosity.

Want to learn more about environment variables?
```suggestions
(Configure Weave environment variables)[/weave/guides/core-types/env-vars]
```","[{""title"":""W&B Weave"",""url"":""weave""},{""title"":""Audio With Weave"",""url"":""weave/cookbooks/audio_with_weave""},{""title"":""Configure Weave environment variables"",""url"":""weave/guides/core-types/env-vars""},{""title"":""Log media"",""url"":""weave/guides/core-types/media""},{""title"":""Open Source"",""url"":""weave/open-source""},{""title"":""weave"",""url"":""weave/reference/python-sdk""},{""title"":""weave_client"",""url"":""weave/reference/python-sdk/trace/weave_client""},{""title"":""weave"",""url"":""weave/reference/typescript-sdk""},{""title"":""Class: StringPrompt"",""url"":""weave/reference/typescript-sdk/classes/StringPrompt""},{""title"":""Interface: WeaveAudio"",""url"":""weave/reference/typescript-sdk/interfaces/WeaveAudio""}]"
2025-11-24T10:20:02.687Z,self host,"I found information about self-hosting W&B. W&B offers **Self-Managed** deployment where you deploy W&B Server on your own infrastructure (AWS, Google Cloud, Azure, or on-premises). You're responsible for provisioning, security, maintenance, and upgrades. W&B provides Terraform scripts for cloud deployments and Kubernetes Operator for installation. For on-prem, you'll need MySQL 8, S3-compatible storage, and Kubernetes.

W&B recommends their fully managed options (Multi-tenant or Dedicated Cloud) for simpler setup with less maintenance.

Want to learn more? These pages may help:
```suggestions
(Self-Managed deployment overview)[/platform/hosting/hosting-options/self-managed]
(Deploy on Kubernetes)[/platform/hosting/operator]
(On-premises installation)[/platform/hosting/self-managed/bare-metal]
```","[{""title"":""あなたの組織を管理する"",""url"":""ja/platform/hosting/iam/access-management/manage-organization""},{""title"":""W&B プラットフォームをオンプレミスで展開する"",""url"":""ja/platform/hosting/self-managed/bare-metal""},{""title"":""Run W&B Server on Kubernetes"",""url"":""ko/platform/hosting/operator""},{""title"":""Manage user settings"",""url"":""platform/app/settings-page/user-settings""},{""title"":""Deployment options overview"",""url"":""platform/hosting""},{""title"":""Bring your own bucket (BYOB)"",""url"":""platform/hosting/data-security/secure-storage-connector""},{""title"":""Self-Managed"",""url"":""platform/hosting/hosting-options/self-managed""},{""title"":""Configure SSO with OIDC"",""url"":""platform/hosting/iam/sso""},{""title"":""Run W&B Server on Kubernetes"",""url"":""platform/hosting/operator""},{""title"":""Set up a self-managed W&B Weave instance"",""url"":""weave/guides/platform/weave-self-managed""}]"
