timestamp,query,response,sources
2025-10-28T15:45:42.936Z,logged_artifacts,"`logged_artifacts()` is a method on the `Run` object that fetches all artifacts logged by a run as outputs. It returns a paginated collection of Artifact objects that you can iterate over.

**Usage:**
```python
run.logged_artifacts(per_page=100)
```

The `per_page` parameter controls how many artifacts to fetch per API request (default: 100).

**Example:**
```python
import wandb
api = wandb.Api()
run = api.run(f""{entity}/{project}/{run_id}"")
for artifact in run.logged_artifacts():
    print(artifact.name)
```

Want to learn more? These pages may help:
```suggestions
(Run API reference)[/models/ref/python/public-api/Run]
(Artifact tracking tutorial)[/models/tutorials/artifacts]
(Link artifacts to registry)[/models/registry/link_version]
```","[{""title"":""Run"",""url"":""ja/models/ref/python/public-api/run""},{""title"":""Artifact"",""url"":""ko/models/ref/python/artifact""},{""title"":""Run"",""url"":""ko/models/ref/python/public-api/run""},{""title"":""Create an artifact alias"",""url"":""models/artifacts/create-a-custom-alias""},{""title"":""Run"",""url"":""models/ref/python/public-api/Run""},{""title"":""run"",""url"":""models/ref/query-panel/run""},{""title"":""Reports"",""url"":""models/ref/wandb_workspaces/reports""},{""title"":""Link an artifact version to a registry"",""url"":""models/registry/link_version""},{""title"":""Support"",""url"":""models/support""},{""title"":""Track models and datasets"",""url"":""models/tutorials/artifacts""}]"
2025-10-28T13:17:20.617Z,what is the trace retention in weave?,You can reach out to support@wandb.com for details about Weave trace retention policies.,"[{""title"":""Import From Csv"",""url"":""weave/cookbooks/import_from_csv""},{""title"":""LlamaIndex"",""url"":""weave/guides/integrations/llamaindex""},{""title"":""Model Context Protocol (MCP) and Weave"",""url"":""weave/guides/integrations/mcp""},{""title"":""Weave in Workspaces"",""url"":""weave/guides/tools/weave-in-workspaces""},{""title"":""Tracing Overview"",""url"":""weave/guides/tracking/index""},{""title"":""Send OpenTelemetry Traces"",""url"":""weave/guides/tracking/otel""},{""title"":""Trace Plots"",""url"":""weave/guides/tracking/trace-plots""},{""title"":""Navigate the Trace View"",""url"":""weave/guides/tracking/trace-tree""},{""title"":""Troubleshooting"",""url"":""weave/guides/troubleshooting""},{""title"":""weave"",""url"":""weave/reference/typescript-sdk""},{""title"":""Manage artifact data retention"",""url"":""ko/models/artifacts/ttl""},{""title"":""Audio"",""url"":""ko/models/ref/python/data-types/audio""},{""title"":""Manage artifact data retention"",""url"":""models/artifacts/ttl""},{""title"":""Support"",""url"":""models/support""},{""title"":""Archived W&B Server releases"",""url"":""release-notes/server-releases-archived""},{""title"":""PII Data Handling"",""url"":""weave/cookbooks/pii""},{""title"":""Platform & Security"",""url"":""weave/guides/platform/index""},{""title"":""W&B Weave Self-Managed"",""url"":""weave/guides/platform/weave-self-managed""},{""title"":""FAQs"",""url"":""weave/guides/tracking/faqs""}]"
2025-10-28T12:37:57.268Z,у меня только выбор между team и restricted,"У вас есть только два варианта видимости проекта: **Team** и **Restricted**, потому что администратор вашей команды включил настройку приватности ""Make all future team projects private"". Это отключает опции **Public** и **Open**.

Чтобы сделать проект публичным, администратор команды должен отключить эту настройку в разделе Privacy настроек команды. Если вам нужно поделиться проектом, вы можете создать публичный W&B Report вместо этого.

Want to know more? These pages may help:
```suggestions
(Project visibility)[/platform/hosting/iam/access-management/restricted-projects]
(Team privacy settings)[/platform/app/settings-page/teams]
(Configure privacy settings)[/platform/hosting/privacy-settings]
```","[{""title"":""Panels overview"",""url"":""models/app/features/panels""},{""title"":""Registry"",""url"":""models/ref/python/public-api/Registry""},{""title"":""Api"",""url"":""models/ref/python/public-api/api""},{""title"":""Support"",""url"":""models/support""},{""title"":""Projects"",""url"":""models/track/project-page""},{""title"":""Team settings"",""url"":""platform/app/settings-page/teams""},{""title"":""Manage user settings"",""url"":""platform/app/settings-page/user-settings""},{""title"":""Access management"",""url"":""platform/hosting/iam/access-management-intro""},{""title"":""Manage access control for projects"",""url"":""platform/hosting/iam/access-management/restricted-projects""},{""title"":""Configure privacy settings"",""url"":""platform/hosting/privacy-settings""},{""title"":""Create a custom registry"",""url"":""ko/models/core/registry/create_registry""},{""title"":""Create a custom registry"",""url"":""models/registry/create_registry""}]"
2025-10-28T12:13:24.560Z,open telemetry,"Weave supports OpenTelemetry tracing! You can send OTLP-formatted trace data to Weave using the endpoint `https://trace.wandb.ai/otel/v1/traces`. This allows you to trace applications using OpenTelemetry instrumentation libraries.

Weave also has integrations for frameworks like Agno, Google ADK, Koog, and PydanticAI that use OpenTelemetry for tracing. The integration automatically captures agent operations, tool calls, and LLM interactions.

Want to learn more?
```suggestions
(Send OpenTelemetry Traces)[/weave/guides/tracking/otel]
(Agno integration)[/weave/guides/integrations/agno]
(PydanticAI integration)[/weave/guides/integrations/pydantic_ai]
```","[{""title"":""Supported W&B Server releases"",""url"":""release-notes/server-releases""},{""title"":""Agno"",""url"":""weave/guides/integrations/agno""},{""title"":""Google Agent Development Kit (ADK)"",""url"":""weave/guides/integrations/google_adk""},{""title"":""Koog"",""url"":""weave/guides/integrations/koog""},{""title"":""Model Context Protocol (MCP) and Weave"",""url"":""weave/guides/integrations/mcp""},{""title"":""PydanticAI"",""url"":""weave/guides/integrations/pydantic_ai""},{""title"":""Playground"",""url"":""weave/guides/tools/playground""},{""title"":""Send OpenTelemetry Traces"",""url"":""weave/guides/tracking/otel""},{""title"":""Open Source"",""url"":""weave/open-source""},{""title"":""Service API overview"",""url"":""weave/reference/service-api""}]"
2025-10-28T10:51:45.773Z,search in your dosc,"I don't have information about which LLM I'm using in the Weights & Biases documentation. I'm a documentation assistant designed to help with questions about Weave and W&B products.

If you have questions about using LLMs with Weave, I can help with that! Weave supports tracking and evaluating many LLM providers including OpenAI, Anthropic, Google, Groq, and others.","[{""title"":""Tutorials overview"",""url"":""models/tutorials""},{""title"":""AutoGen"",""url"":""weave/guides/integrations/autogen""},{""title"":""Integrations overview"",""url"":""weave/guides/integrations/index""},{""title"":""LlamaIndex"",""url"":""weave/guides/integrations/llamaindex""},{""title"":""Model Context Protocol (MCP) and Weave"",""url"":""weave/guides/integrations/mcp""},{""title"":""OpenAI"",""url"":""weave/guides/integrations/openai""},{""title"":""OpenRouter"",""url"":""weave/guides/integrations/openrouter""},{""title"":""Together AI"",""url"":""weave/guides/integrations/together_ai""},{""title"":""Playground"",""url"":""weave/guides/tools/playground""},{""title"":""Tutorial: Model-Based Evaluation of RAG applications"",""url"":""weave/tutorial-rag""}]"
2025-10-28T10:51:29.772Z,"Permission denied, ask the project owner to grant you acces","This error means you don't have access to the project. To resolve:

1. **Ask the project owner** to grant you access by inviting you to the project
2. **Check project visibility**: The owner can change it to ""Team"" or ""Open"" in the project's Overview tab → Edit → Project visibility
3. **Verify you're logged in**: Run `wandb login` in your terminal
4. **Confirm the entity exists**: Make sure the team/username is correct

If you're trying to access a **Restricted** project, you must be specifically invited by the project owner or team admin.

Want to know more? These pages may help:
```suggestions
(Manage access control for projects)[/platform/hosting/iam/access-management/restricted-projects]
(Projects)[/models/track/project-page]
(Team settings)[/platform/app/settings-page/teams]
```","[{""title"":""Projects"",""url"":""ko/models/track/project-page""},{""title"":""Manage access control for projects"",""url"":""ko/platform/hosting/iam/access-management/restricted-projects""},{""title"":""Support"",""url"":""models/support""},{""title"":""Projects"",""url"":""models/track/project-page""},{""title"":""Team settings"",""url"":""platform/app/settings-page/teams""},{""title"":""Manage access control for projects"",""url"":""platform/hosting/iam/access-management/restricted-projects""},{""title"":""Manage users, groups, and roles with SCIM"",""url"":""platform/hosting/iam/scim""},{""title"":""Deploy W&B Platform on AWS"",""url"":""platform/hosting/self-managed/aws-tf""},{""title"":""Deploy W&B Platform on Google Cloud"",""url"":""platform/hosting/self-managed/gcp-tf""},{""title"":""How do I fix a \""permission denied\"" error in Launch?"",""url"":""platform/launch/launch-faq/launcherror_permission_denied""}]"
2025-10-28T10:29:09.801Z,"que falla aqui?

api = wandb.Api()

runs = api.runs(
    PROJECT,
    filters={""group"": GROUP_NAME},
    order=""summary.best_model/mean_reward""
)

top_runs = list(runs)[:10]

for run in top_runs:
    for artifact in run.logged_artifacts():
        if artifact.type in ['output']:
            artifact.download()","El problema está en el parámetro `order`. Necesitas usar `-summary_metrics.` en lugar de `summary.` para ordenar por métricas de resumen en orden descendente.

Aquí está la corrección:

```python
api = wandb.Api()

runs = api.runs(
    PROJECT,
    filters={""group"": GROUP_NAME},
    order=""-summary_metrics.best_model/mean_reward""  # Usa ""-summary_metrics."" y ""-"" para descendente
)

top_runs = list(runs)[:10]

for run in top_runs:
    for artifact in run.logged_artifacts():
        if artifact.type in ['output']:
            artifact.download()
```

**Cambios clave:**
- Usa `summary_metrics.` en lugar de `summary.`
- Agrega `-` al inicio para orden descendente (mayor a menor)
- Usa `+` para orden ascendente si lo necesitas

Want to know more? These pages may help:
```suggestions
(Api.runs reference)[/models/ref/python/public-api/api]
(Public API guide)[/models/track/public-api-guide]
```","[{""title"":""Import and export data"",""url"":""ko/models/track/public-api-guide""},{""title"":""wandb docker-run"",""url"":""models/ref/cli/wandb-docker-run""},{""title"":""wandb verify"",""url"":""models/ref/cli/wandb-verify""},{""title"":""Run"",""url"":""models/ref/python/experiments/run""},{""title"":""Runs"",""url"":""models/ref/python/public-api/runs""},{""title"":""Edit a report"",""url"":""models/reports/edit-a-report""},{""title"":""Overview"",""url"":""models/track/log""},{""title"":""Log summary metrics"",""url"":""models/track/log/log-summary""},{""title"":""Import and export data"",""url"":""models/track/public-api-guide""},{""title"":""Programmatic Workspaces"",""url"":""models/tutorials/workspaces""},{""title"":""Sweep"",""url"":""models/ref/python/public-api/Sweep""},{""title"":""Api"",""url"":""models/ref/python/public-api/api""},{""title"":""Reports"",""url"":""models/ref/wandb_workspaces/reports""},{""title"":""Overview"",""url"":""models/runs""},{""title"":""Filter and search runs"",""url"":""models/runs/filter-runs""},{""title"":""Experiments limits and performance"",""url"":""models/track/limits""}]"
2025-10-28T10:29:09.801Z,como obtengo en python el value de una run.config,"El problema está en el parámetro `order`. Según la documentación de `api.runs()`, el formato correcto para ordenar por métricas de summary es `summary_metrics.*` (no `summary.*`). Además, debes usar `-` para orden descendente.

Para acceder a valores de `run.config`, usa la sintaxis de diccionario: `run.config[""key""]`.

**Código corregido:**

```python
api = wandb.Api()

runs = api.runs(
    PROJECT,
    filters={""group"": GROUP_NAME},
    order=""-summary_metrics.best_model/mean_reward""  # Cambiado aquí
)

top_runs = list(runs)[:10]

for run in top_runs:
    # Acceder a config
    valor = run.config[""nombre_parametro""]  # Usa sintaxis de diccionario
    
    for artifact in run.logged_artifacts():
        if artifact.type in ['output']:
            artifact.download()
```

**Cambios clave:**
- `order=""summary.best_model/mean_reward""` → `order=""-summary_metrics.best_model/mean_reward""`
- Para config: `run.config[""key""]` o `run.config.get(""key"")`

Want to know more? These pages may help:
```suggestions
(API reference for runs)[/models/ref/python/public-api/runs]
(Export and query data guide)[/models/track/public-api-guide]
(Run configuration)[/models/track/config]
```","[{""title"":""wandb controller"",""url"":""models/ref/cli/wandb-controller""},{""title"":""wandb docker-run"",""url"":""models/ref/cli/wandb-docker-run""},{""title"":""wandb verify"",""url"":""models/ref/cli/wandb-verify""},{""title"":""System Metrics Reference"",""url"":""models/ref/python/experiments/system-metrics""},{""title"":""Runs"",""url"":""models/ref/python/public-api/runs""},{""title"":""Edit a report"",""url"":""models/reports/edit-a-report""},{""title"":""Overview"",""url"":""models/track/log""},{""title"":""Log summary metrics"",""url"":""models/track/log/log-summary""},{""title"":""Import and export data"",""url"":""models/track/public-api-guide""},{""title"":""Programmatic Workspaces"",""url"":""models/tutorials/workspaces""},{""title"":""Compare run metrics"",""url"":""models/app/features/panels/run-comparer""},{""title"":""Metaflow"",""url"":""models/integrations/metaflow""},{""title"":""W&B Quickstart"",""url"":""models/quickstart""},{""title"":""Run"",""url"":""models/ref/python/experiments/run""},{""title"":""run"",""url"":""models/ref/query-panel/run""},{""title"":""Tutorial: Define, initialize, and run a sweep"",""url"":""models/sweeps/walkthrough""},{""title"":""Configure experiments"",""url"":""models/track/config""},{""title"":""Manage job inputs"",""url"":""platform/launch/job-inputs""},{""title"":""Cohere fine-tuning"",""url"":""models/integrations/cohere-fine-tuning""},{""title"":""Sweep"",""url"":""models/ref/python/public-api/Sweep""},{""title"":""Api"",""url"":""models/ref/python/public-api/api""},{""title"":""Reports"",""url"":""models/ref/wandb_workspaces/reports""},{""title"":""Overview"",""url"":""models/runs""},{""title"":""Filter and search runs"",""url"":""models/runs/filter-runs""}]"
2025-10-28T08:59:13.509Z,how can i connect object store,"To connect object storage to W&B, you can use the **Secure Storage Connector** (also called ""Bring Your Own Bucket"" or BYOB). This allows you to use your own cloud storage bucket with W&B.

**Basic steps:**
1. Set up your bucket (AWS S3, Google Cloud Storage, Azure Blob, or S3-compatible storage like MinIO)
2. Configure the bucket path using the appropriate format (e.g., `s3://accessKey:secretKey@endpoint/bucketName?region=region`)
3. In W&B, navigate to your team settings and configure the external storage under the **Storage** section

For Self-Managed instances, you can also configure object storage at the instance level through the System Connections page at `http(s)://YOUR-W&B-SERVER-HOST/console/settings/system`.

Want to know more? These pages may help:
```suggestions
(Bring your own bucket (BYOB))[/platform/hosting/data-security/secure-storage-connector]
(Deploy W&B Platform On-premises)[/platform/hosting/self-managed/bare-metal]
(Deploy W&B Platform on Google Cloud)[/platform/hosting/self-managed/gcp-tf]
```","[{""title"":""Object3D"",""url"":""ko/models/ref/python/data-types/object3d""},{""title"":""object3D-file"",""url"":""ko/models/ref/query-panel/object-3-d-file""},{""title"":""Deploy W&B Platform on GCP"",""url"":""ko/platform/hosting/self-managed/gcp-tf""},{""title"":""Query panels overview"",""url"":""models/app/features/panels/query-panels""},{""title"":""Bring your own bucket (BYOB)"",""url"":""platform/hosting/data-security/secure-storage-connector""},{""title"":""Run W&B Server on Kubernetes"",""url"":""platform/hosting/operator""},{""title"":""Deploy W&B Platform On-premises"",""url"":""platform/hosting/self-managed/bare-metal""},{""title"":""Reference Architecture"",""url"":""platform/hosting/self-managed/ref-arch""},{""title"":""W&B Weave Self-Managed"",""url"":""weave/guides/platform/weave-self-managed""},{""title"":""FAQs"",""url"":""weave/guides/tracking/faqs""},{""title"":""Track external files"",""url"":""models/artifacts/track-external-files""},{""title"":""Team settings"",""url"":""platform/app/settings-page/teams""},{""title"":""Dedicated Cloud"",""url"":""platform/hosting/hosting-options/dedicated_cloud""},{""title"":""Deploy W&B Platform on Google Cloud"",""url"":""platform/hosting/self-managed/gcp-tf""},{""title"":""Archived W&B Server releases"",""url"":""release-notes/server-releases-archived""}]"
2025-10-28T08:50:31.336Z,how can add them to sections like train/ without adding train/ to the string?,"You can organize metrics into sections like `train/` by using a forward slash (`/`) in the metric name when logging. W&B automatically groups metrics by the prefix before the slash.

```python
wandb.log({
    ""train/loss"": 0.5,
    ""train/accuracy"": 0.9
})
```

The UI will create a ""train"" section containing both metrics, without needing to add ""train/"" to each string separately. This is mentioned in the [Add wandb to any library](/models/integrations/add-wandb-to-any-library) guide.

Want to know more? These pages may help:
```suggestions
(Add wandb to any library)[/models/integrations/add-wandb-to-any-library]
(Support)[/models/support]
```","[{""title"":""WandbMetricsLogger"",""url"":""ja/models/ref/python/integrations/keras/wandbmetricslogger""},{""title"":""run"",""url"":""ja/models/ref/python/run""},{""title"":""WandbMetricsLogger"",""url"":""ko/models/ref/python/integrations/keras/wandbmetricslogger""},{""title"":""Add wandb to any library"",""url"":""models/integrations/add-wandb-to-any-library""},{""title"":""fastai"",""url"":""models/integrations/fastai""},{""title"":""Hugging Face Transformers"",""url"":""models/integrations/huggingface""},{""title"":""Kubeflow Pipelines (kfp)"",""url"":""models/integrations/kubeflow-pipelines-kfp""},{""title"":""PyTorch Lightning"",""url"":""models/integrations/lightning""},{""title"":""PaddleDetection"",""url"":""models/integrations/paddledetection""},{""title"":""Support"",""url"":""models/support""}]"
2025-10-28T03:42:39.625Z,config.update,"Based on the search results, `config.update` is used to update configuration parameters in W&B. Here's how it works:

**Update config after initialization:**
```python
run.config.update({""architecture"": ""resnet"", ""depth"": 34})
```

**Update multiple parameters at once:**
```python
run.config.update({""lr"": 0.1, ""channels"": 16})
```

**Update via Public API (for completed runs):**
```python
api = wandb.Api()
run = api.run(""<entity>/<project>/<run_id>"")
run.config[""key""] = updated_value
run.update()
```

The `config.update()` method allows you to add or modify configuration parameters after calling `wandb.init()`, which is useful when parameters are determined later in your code (like model parameters after instantiation).

Want to learn more? These pages may help:
```suggestions
(Configure experiments)[/models/track/config]
(Import and export data)[/models/track/public-api-guide]
(Add wandb to any library)[/models/integrations/add-wandb-to-any-library]
```","[{""title"":""init"",""url"":""ja/models/ref/python/init""},{""title"":""init"",""url"":""ko/models/ref/python/init""},{""title"":""Import and export data"",""url"":""ko/models/track/public-api-guide""},{""title"":""Add wandb to any library"",""url"":""models/integrations/add-wandb-to-any-library""},{""title"":""PyTorch Lightning"",""url"":""models/integrations/lightning""},{""title"":""Settings"",""url"":""models/ref/python/experiments/settings""},{""title"":""Configure experiments"",""url"":""models/track/config""},{""title"":""Import and export data"",""url"":""models/track/public-api-guide""},{""title"":""Update W&B license and version"",""url"":""platform/hosting/server-upgrade-process""},{""title"":""Manage job inputs"",""url"":""platform/launch/job-inputs""}]"
2025-10-28T03:42:39.625Z,what optional hyperparam can i pass to config.update?,"Based on the search results, `config.update()` accepts optional parameters to update your run configuration. Here's what you can pass:

**Parameters:**
- A **dictionary** of key-value pairs to update multiple config values at once
- Optional `allow_val_change` parameter (boolean) to control whether config values can be changed after initial setting

**Examples:**
```python
# Update single value
run.config.update({""model_parameters"": 3500})

# Update multiple values
run.config.update({""lr"": 0.1, ""channels"": 16})
run.config.update({key1: val1, key2: val2})
```

The `allow_val_change` setting (from `wandb.init()`) controls whether updates are allowed. By default, it's `False` in scripts and `True` in notebooks.

Want to learn more about configuration?
```suggestions
(Configure experiments)[/models/track/config]
(Add wandb to any library)[/models/integrations/add-wandb-to-any-library]
(Sweep configuration options)[/models/sweeps/sweep-config-keys]
```","[{""title"":""Add wandb to any library"",""url"":""models/integrations/add-wandb-to-any-library""},{""title"":""PyTorch Lightning"",""url"":""models/integrations/lightning""},{""title"":""W&B Quickstart"",""url"":""models/quickstart""},{""title"":""Support"",""url"":""models/support""},{""title"":""Overview"",""url"":""models/sweeps/define-sweep-configuration""},{""title"":""Sweep configuration options"",""url"":""models/sweeps/sweep-config-keys""},{""title"":""Configure experiments"",""url"":""models/track/config""},{""title"":""Keras"",""url"":""models/tutorials/keras""},{""title"":""Keras models"",""url"":""models/tutorials/keras_models""},{""title"":""Keras tables"",""url"":""models/tutorials/keras_tables""},{""title"":""init"",""url"":""ja/models/ref/python/init""},{""title"":""init"",""url"":""ko/models/ref/python/init""},{""title"":""MMF"",""url"":""models/integrations/mmf""},{""title"":""PaddleDetection"",""url"":""models/integrations/paddledetection""},{""title"":""Edit a report"",""url"":""models/reports/edit-a-report""},{""title"":""Create and manage multiple runs in a single process"",""url"":""models/runs/multiple-runs-per-process""},{""title"":""Import and export data"",""url"":""models/track/public-api-guide""}]"
2025-10-28T02:15:26.759Z,SCIM for registry,"W&B doesn't currently support SCIM for Registry. SCIM (System for Cross-domain Identity Management) is available for managing users, groups (teams), and custom roles in your W&B organization, but not for Registry-specific access control.

For Registry access management, you can configure visibility settings (organization or restricted) and manually add members through the Registry UI. See the documentation on configuring registry visibility and managing registry members.

```suggestions
(Manage users, groups, and roles with SCIM)[/platform/hosting/iam/scim]
(Configure registry visibility)[/models/registry/create_registry]
(Automate user and team management)[/platform/hosting/iam/automate_iam]
```","[{""title"":""Create a custom registry"",""url"":""ko/models/core/registry/create_registry""},{""title"":""Manage users, groups, and roles with SCIM"",""url"":""ko/platform/hosting/iam/scim""},{""title"":""Registry"",""url"":""models/ref/python/public-api/Registry""},{""title"":""Registry overview"",""url"":""models/registry""},{""title"":""Link an artifact version to a registry"",""url"":""models/registry/link_version""},{""title"":""Model registry overview"",""url"":""models/registry/model_registry""},{""title"":""Automate user and team management"",""url"":""platform/hosting/iam/automate_iam""},{""title"":""Manage users, groups, and roles with SCIM"",""url"":""platform/hosting/iam/scim""},{""title"":""Supported W&B Server releases"",""url"":""release-notes/server-releases""},{""title"":""Archived W&B Server releases"",""url"":""release-notes/server-releases-archived""}]"
2025-10-28T00:11:28.677Z,whats the difference between trace storage and call storage,"I couldn't find specific information about ""trace storage"" vs ""call storage"" in the Weave documentation. The documentation discusses **traces** and **calls** as related concepts, but not as separate storage systems.

In Weave:
- **Calls** are the fundamental building blocks representing single function executions
- **Traces** are collections of calls in the same execution context, forming a tree structure

If you're asking about a different aspect of storage in Weave, could you provide more context? Otherwise, I'd recommend reaching out to support for clarification.","[{""title"":""Archived W&B Server releases"",""url"":""release-notes/server-releases-archived""},{""title"":""Hugging Face Hub"",""url"":""weave/guides/integrations/huggingface""},{""title"":""LangChain"",""url"":""weave/guides/integrations/langchain""},{""title"":""Verdict"",""url"":""weave/guides/integrations/verdict""},{""title"":""Tracing Overview"",""url"":""weave/guides/tracking/index""},{""title"":""Tracing Quickstart"",""url"":""weave/guides/tracking/tracing""},{""title"":""Learn Weave with W&B Inference"",""url"":""weave/quickstart-inference""},{""title"":""weave_client"",""url"":""weave/reference/python-sdk/trace/weave_client""},{""title"":""Service API overview"",""url"":""weave/reference/service-api""},{""title"":""Import From Csv"",""url"":""weave/cookbooks/import_from_csv""},{""title"":""AutoGen"",""url"":""weave/guides/integrations/autogen""},{""title"":""Cerebras"",""url"":""weave/guides/integrations/cerebras""},{""title"":""Google"",""url"":""weave/guides/integrations/google""},{""title"":""Send OpenTelemetry Traces"",""url"":""weave/guides/tracking/otel""}]"
2025-10-27T23:50:43.317Z,weave trace context,"Weave trace context refers to the ability to track metadata and attributes associated with traces. You can use the `weave.attributes` context manager to set custom metadata for specific blocks of code, such as chains or individual requests. This metadata is automatically tracked against the trace and viewable in the Weave UI.

Example usage:
```python
with weave.attributes({""my_awesome_attribute"": ""value""}):
    output = llm_chain.invoke()
```

This allows you to add contextual information to your traces for better debugging and analysis.

Want to know more? These pages may help:
```suggestions
(LangChain Integration)[/weave/guides/integrations/langchain]
(Tracing Overview)[/weave/guides/tracking/index]
(Navigate the Trace View)[/weave/guides/tracking/trace-tree]
```","[{""title"":""LangChain"",""url"":""weave/guides/integrations/langchain""},{""title"":""LlamaIndex"",""url"":""weave/guides/integrations/llamaindex""},{""title"":""Model Context Protocol (MCP) and Weave"",""url"":""weave/guides/integrations/mcp""},{""title"":""Smolagents"",""url"":""weave/guides/integrations/smolagents""},{""title"":""Weave in Workspaces"",""url"":""weave/guides/tools/weave-in-workspaces""},{""title"":""Tracing Overview"",""url"":""weave/guides/tracking/index""},{""title"":""Trace Plots"",""url"":""weave/guides/tracking/trace-plots""},{""title"":""Navigate the Trace View"",""url"":""weave/guides/tracking/trace-tree""},{""title"":""Learn Weave with W&B Inference"",""url"":""weave/quickstart-inference""},{""title"":""trace_server_interface"",""url"":""weave/reference/python-sdk/trace_server/trace_server_interface""}]"
2025-10-27T21:16:26.610Z,how can I disable wave trace,"To disable Weave tracing, you have several options:

**1. Environment Variable (Disable completely):**
Set `WEAVE_DISABLED=true` to disable all Weave tracing. Weave ops will behave like regular functions.

```bash
export WEAVE_DISABLED=true
```

**2. Context Manager (Disable for specific code blocks):**
Use `set_tracing_enabled(False)` to conditionally disable tracing:

```python
from weave.trace.context.call_context import set_tracing_enabled

with set_tracing_enabled(False):
    my_op()  # This won't be traced
```

**3. Don't call `weave.init()`:**
Functions decorated with `@weave.op()` behave normally without tracing if you don't call `weave.init()`.

Want to learn more? Check out these pages:
```suggestions
(Tracing Quickstart)[/weave/guides/tracking/tracing]
(Environment variables)[/weave/guides/core-types/env-vars]
(Ops)[/weave/guides/tracking/ops]
```","[{""title"":""Manage artifact data retention"",""url"":""models/artifacts/ttl""},{""title"":""Disable automatic updates for W&B Server"",""url"":""platform/hosting/self-managed/disable-automatic-app-version-updates""},{""title"":""LangChain"",""url"":""weave/guides/integrations/langchain""},{""title"":""Ops"",""url"":""weave/guides/tracking/ops""},{""title"":""Trace Plots"",""url"":""weave/guides/tracking/trace-plots""},{""title"":""Navigate the Trace View"",""url"":""weave/guides/tracking/trace-tree""},{""title"":""Tracing Quickstart"",""url"":""weave/guides/tracking/tracing""},{""title"":""Troubleshooting"",""url"":""weave/guides/troubleshooting""},{""title"":""trace_server_interface"",""url"":""weave/reference/python-sdk/trace_server/trace_server_interface""},{""title"":""Export Trace"",""url"":""weave/reference/service-api/opentelemetry/export-trace""},{""title"":""DSPy Prompt Optimization"",""url"":""weave/cookbooks/dspy_prompt_optimization""},{""title"":""Environment variables"",""url"":""weave/guides/core-types/env-vars""},{""title"":""AutoGen"",""url"":""weave/guides/integrations/autogen""},{""title"":""Integrations overview"",""url"":""weave/guides/integrations/index""},{""title"":""Koog"",""url"":""weave/guides/integrations/koog""},{""title"":""PydanticAI"",""url"":""weave/guides/integrations/pydantic_ai""},{""title"":""FAQs"",""url"":""weave/guides/tracking/faqs""},{""title"":""Tracing Overview"",""url"":""weave/guides/tracking/index""}]"
2025-10-27T19:21:52.484Z,how do I create an organization,"Based on the search results, to create an organization in W&B:

**For Multi-tenant Cloud users**: Organizations are automatically created when you sign up. You can have multiple organizations, each corresponding to different business units or partnerships.

**To create a team within your organization**:
1. Log in to [W&B](https://app.wandb.ai/login)
2. Click **Create a team to collaborate** in the left navigation
3. Provide a team name
4. Choose a storage type
5. Click **Create team**

Note: Only organization admins can create new teams. If you need to create a new organization itself (not a team), this typically happens during initial account setup or requires contacting W&B support.

Want to learn more? These pages may help:
```suggestions
(Team settings)[/platform/app/settings-page/teams]
(Manage your organization)[/platform/hosting/iam/access-management/manage-organization]
(Identity and access management)[/platform/hosting/iam/org_team_struct]
```","[{""title"":""Registry"",""url"":""models/ref/python/public-api/Registry""},{""title"":""Api"",""url"":""models/ref/python/public-api/api""},{""title"":""Team settings"",""url"":""platform/app/settings-page/teams""},{""title"":""Bring your own bucket (BYOB)"",""url"":""platform/hosting/data-security/secure-storage-connector""},{""title"":""Manage your organization"",""url"":""platform/hosting/iam/access-management/manage-organization""},{""title"":""Identity and access management (IAM)"",""url"":""platform/hosting/iam/org_team_struct""},{""title"":""Manage users, groups, and roles with SCIM"",""url"":""platform/hosting/iam/scim""},{""title"":""Use service accounts to automate workflows"",""url"":""platform/hosting/iam/service-accounts""},{""title"":""Obj Create"",""url"":""weave/reference/service-api/objects/obj-create""},{""title"":""Table Create"",""url"":""weave/reference/service-api/tables/table-create""}]"
